study_ID,Study,island_code,island_name,number_of_islands,n_island_cat,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,island_type,DEM_elevation_max,DEM_elevation_min,island_lat,island_lon,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Perillo_2017,Perillo_2017_data,12,Rainforest_island_12,14,10 to 15,1.21,Dasilva_2019,1267,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.24622222,-43.55230556,forest island,not_standardized,-19.23569643,-43.53095833,180,trap,trap nest and Moericke trap,"packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm","We collected Aculeate wasps and bees in the Carac¸a Mountains at six sampling plots with different elevations, with altitudes between 1,000 and 2,000 m.a.s.l. (under ICMBio permission 20493–1). There was a 200 m difference in altitude between plots (Fig 1). We arranged packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm (Fig 2A). Nine packs were placed at each plot with a distance of 50 m between packs, totaling 180 trap nests per sampling plot. Trap nests were inspected every two weeks for 12 months (17,820 trap-days). We also set nine Moericke traps at each plot (yellow, 25 cm diam. container filled
with salty liquid, N = 54) (Fig 2B), which were placed directly on the ground with a distance of
50 m between traps. Moericke traps were placed in the field during trap nest monitoring,
where they remained for 48 hours per sampling period",NA,NA
Perillo_2017,Perillo_2017_data,13,Rainforest_island_13,14,10 to 15,2.5,Dasilva_2019,1290,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.24394444,-43.55397222,forest island,not_standardized,-19.23569643,-43.53095833,180,trap,trap nest and Moericke trap,"packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm","We collected Aculeate wasps and bees in the Carac¸a Mountains at six sampling plots with different elevations, with altitudes between 1,000 and 2,000 m.a.s.l. (under ICMBio permission 20493–1). There was a 200 m difference in altitude between plots (Fig 1). We arranged packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm (Fig 2A). Nine packs were placed at each plot with a distance of 50 m between packs, totaling 180 trap nests per sampling plot. Trap nests were inspected every two weeks for 12 months (17,820 trap-days). We also set nine Moericke traps at each plot (yellow, 25 cm diam. container filled
with salty liquid, N = 54) (Fig 2B), which were placed directly on the ground with a distance of
50 m between traps. Moericke traps were placed in the field during trap nest monitoring,
where they remained for 48 hours per sampling period",NA,NA
Perillo_2017,Perillo_2017_data,14,Rainforest_island_14,14,10 to 15,8.49,Dasilva_2019,1235,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.1995,-43.50877778,forest island,not_standardized,-19.23569643,-43.53095833,180,trap,trap nest and Moericke trap,"packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm","We collected Aculeate wasps and bees in the Carac¸a Mountains at six sampling plots with different elevations, with altitudes between 1,000 and 2,000 m.a.s.l. (under ICMBio permission 20493–1). There was a 200 m difference in altitude between plots (Fig 1). We arranged packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm (Fig 2A). Nine packs were placed at each plot with a distance of 50 m between packs, totaling 180 trap nests per sampling plot. Trap nests were inspected every two weeks for 12 months (17,820 trap-days). We also set nine Moericke traps at each plot (yellow, 25 cm diam. container filled
with salty liquid, N = 54) (Fig 2B), which were placed directly on the ground with a distance of
50 m between traps. Moericke traps were placed in the field during trap nest monitoring,
where they remained for 48 hours per sampling period",NA,NA
Pierce_2003,Pierce_2003_data,Ahunui,Ahunui,10,10 to 15,300,Pierce_2003,NA,NA,NA,Birds,Atoll,18,1,-19.63624541,-140.4112726,volcanic,not_standardized,-18.87430749,-143.3682891,105,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Fakarava,Fakarava,10,10 to 15,2410,Pierce_2003,NA,NA,NA,Birds,Atoll,15,1,-16.31031805,-145.6245586,volcanic,not_standardized,-18.87430749,-143.3682891,200,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Haraiki,Haraiki,10,10 to 15,400,Pierce_2003,NA,NA,NA,Birds,Atoll,19,1,-17.46505854,-143.4497461,volcanic,not_standardized,-18.87430749,-143.3682891,380,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Manuhangi,Manuhangi,10,10 to 15,375,Pierce_2003,NA,NA,NA,Birds,Atoll,15,1,-19.2015374,-141.2451426,volcanic,not_standardized,-18.87430749,-143.3682891,105,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Maria,Maria,10,10 to 15,200,Pierce_2003,NA,NA,NA,Birds,Atoll,20,1,-21.80917781,-154.7045666,volcanic,not_standardized,-18.87430749,-143.3682891,100,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Morane,Morane,10,10 to 15,285,Pierce_2003,NA,NA,NA,Birds,Atoll,18,1,-23.15457565,-137.1315398,volcanic,not_standardized,-18.87430749,-143.3682891,200,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Paraoa,Paraoa,10,10 to 15,300,Pierce_2003,NA,NA,NA,Birds,Atoll,14,1,-19.13589487,-140.6888721,volcanic,not_standardized,-18.87430749,-143.3682891,75,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Reitoru,Reitoru,10,10 to 15,200,Pierce_2003,NA,NA,NA,Birds,Atoll,16,1,-17.85102067,-143.0756241,volcanic,not_standardized,-18.87430749,-143.3682891,200,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Tahanea,Tahanea,10,10 to 15,950,Pierce_2003,NA,NA,NA,Birds,Atoll,18,2,-16.86599828,-144.7793627,volcanic,not_standardized,-18.87430749,-143.3682891,800,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,Tekokota,Tekokota,10,10 to 15,50,Pierce_2003,NA,NA,NA,Birds,Atoll,5,1,-17.31324825,-142.5722057,volcanic,not_standardized,-18.87430749,-143.3682891,50,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Puspitasari_2016,Puspitasari_2016_data,Bokor,3,10,10 to 15,26.43,Puspitasari_2016,NA,NA,NA,Beetles,True Island,28,4,-5.945666667,106.632,volcanic,not_standardized,-5.8132,106.6328167,10,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Damar Besar,4,10,10 to 15,16.34,Puspitasari_2016,NA,NA,NA,Beetles,True Island,23,2,-5.9575,106.843,volcanic,not_standardized,-5.8132,106.6328167,5,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Kotok Besar,7,10,10 to 15,22.65,Puspitasari_2016,NA,NA,NA,Beetles,True Island,17,2,-5.699666667,106.5375,volcanic,not_standardized,-5.8132,106.6328167,10,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Lancang Besar,5,10,10 to 15,29.51,Puspitasari_2016,NA,NA,NA,Beetles,True Island,7,1,-5.931166667,106.5871667,volcanic,not_standardized,-5.8132,106.6328167,7,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Opak Besar,8,10,10 to 15,9.74,Puspitasari_2016,NA,NA,NA,Beetles,True Island,15,5,-5.6705,106.582,volcanic,not_standardized,-5.8132,106.6328167,7,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Pemagaran,9,10,10 to 15,15.56,Puspitasari_2016,NA,NA,NA,Beetles,True Island,16,1,-5.634833333,106.579,volcanic,not_standardized,-5.8132,106.6328167,7,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Pramuka,6,10,10 to 15,19.92,Puspitasari_2016,NA,NA,NA,Beetles,True Island,16,2,-5.745333333,106.615,volcanic,not_standardized,-5.8132,106.6328167,12,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Putri Barat,10,10,10 to 15,9.63,Puspitasari_2016,NA,NA,NA,Beetles,True Island,15,2,-5.5925,106.5566667,volcanic,not_standardized,-5.8132,106.6328167,7,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Rambut,2,10,10 to 15,45.8,Puspitasari_2016,NA,NA,NA,Beetles,True Island,20,2,-5.978,106.6928333,volcanic,not_standardized,-5.8132,106.6328167,7,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,Untung Jawa,1,10,10 to 15,39.12,Puspitasari_2016,NA,NA,NA,Beetles,True Island,12,1,-5.976833333,106.703,volcanic,not_standardized,-5.8132,106.6328167,12,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Afra Bay,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.214166667,93.81805556,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Danapur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.07222222,92.98083333,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Diglipur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.31083333,93.16916667,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,East West Road,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.2125,93.98027778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Galathea Bay,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,6.8825,94.09472222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Gandhi Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,6.893055556,93.98916667,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Govind Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.245833333,93.93111111,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Great Nicobar,"Galathea Bay, Gandhi Nagar, Laxmi Nagar, Magar Nallah, Shastri Nagar, Shompen Hut",45,Above 30,92100,Wikipedia,NA,NA,NA,Herpetofauna,True Island,NA,NA,6.8825,94.09472222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Havelock,"Havelock, Govind Nagar",45,Above 30,11393,Surendran_Vasudevan_2015,160,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,202,1,11.976,92.993,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Iawful Greek,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.176388889,93.93472222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Inglis,Inglis,45,Above 30,140,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,35,1,12.139,93.116,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Johinder Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.2125,93.98027778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,John Lawrence,John Lawrence,45,Above 30,3500,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,139,1,12.088,93.025,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Kalighat,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.11333333,93.11388889,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Kalpong,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,61,1,13.66888889,93.20638889,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Karmatang,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,36,1,12.91722222,92.945,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Kishore nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,61,1,13.66805556,93.10777778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Kondul island,Kondul Island,45,Above 30,155,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,130,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,150,1,7.214,93.715,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Landfall Island,Landfall,45,Above 30,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,52,1,13.66,93.003,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Laxmi Nagar,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,6.9875,93.93277778,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Little Andaman,Little Andaman,45,Above 30,73439,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,177,1,10.695,92.489,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Magar Nallah,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,634,1,7.123611111,94.12722222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Mayabunder,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.06555556,92.84944444,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Middle Andaman Island,"Karmatang, Mayabunder, Ranghat, Tugapur",45,Above 30,152300,Wikipedia,NA,NA,NA,Herpetofauna,True Island,NA,NA,12.91722222,92.945,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Mohanpur,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,733,1,13.06555556,92.84944444,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Mount Harriert,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,1250,1,11.71614722,99.74386111,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Neil,Neil,45,Above 30,1890,Surendran_Vasudevan_2015,35,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,39,1,12.277,93.026,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,North Andaman,"Danapur, Diglipur, Kalighat, Kalpong, Kishore nagar, Mohanpur, Radha nagar, Shibpur",45,Above 30,137599,Surendran_Vasudevan_2015,NA,NA,NA,Herpetofauna,True Island,NA,NA,13.07222222,92.98083333,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,North Bay,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,469,1,11.70718889,92.75051667,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Outram,Outram,45,Above 30,1390,wikipedia,70,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,35,1,13.089,92.703,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Peacock Island,Peacock,45,Above 30,25,Davidar_2001,48,Davidar_personnal_communication,maximum elevation,Herpetofauna,True Island,52,1,13.563,93.054,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Pongibalu,NA,45,Above 30,NA,NA,NA,NA,NA,Herpetofauna,True Island,469,1,11.76555556,92.70722222,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
