study_ID,Study,island_code,number_of_islands,n_island_cat,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,Type_of_island,island_type,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,sampling_effort,sampling_effort_unit
Davidar_2001,Davidar_2001_data,Point,38,Above 38,Point,80.00,Davidar_2001,23,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.413N, 92.815E",,13.413,92.815,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Redskin,38,Above 38,Redskin,330.00,Davidar_2001,50,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.552N, 92.592E",,11.552,92.592,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Reef,38,Above 38,Reef,60.00,Davidar_2001,31,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.507N, 92.871E",,13.507,92.871,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Ross (NA),38,Above 38,Ross (NA),28.00,Davidar_2001,45,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.507N, 92.871E",,13.507,92.871,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Rutland,38,Above 38,Rutland,13717.00,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.421N, 92.642E",,11.421,92.642,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Sir Hugh Rose,38,Above 38,Sir Hugh Rose,60.00,Davidar_2001,73,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.421N, 92.642E",,11.421,92.642,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Snob,38,Above 38,Snob,22.00,Davidar_2001,75,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.566N, 92.574E",,11.566,92.574,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Sound,38,Above 38,Sound,1270.00,Davidar_2001,NA,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.962N, 92.971E",,12.962,92.971,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,South Andamans,38,Above 38,South Andaman,135082.00,Surendran_Vasudevan_2015,459,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.816N, 92.635E",,11.816,92.635,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Tarmugli,38,Above 38,Tarmugli,1150.00,Davidar_2001,78,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"11.576N, 92.547E",,11.576,92.547,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Temple,38,Above 38,Temple,6.00,Davidar_2001,NA,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.384N, 93.062E",,13.384,93.062,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Turtle,38,Above 38,Turtle,13.00,Davidar_2001,16,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"13.365N, 93.076E",,13.365,93.076,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Davidar_2001,Davidar_2001_data,Wilson,38,Above 38,Wilson,1400.00,,216,Davidar_personnal_communication,maximum elevation,Birds,True island,True island,,"12.132N, 92.977E",,12.132,92.977,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Alexandria,11,10 to 15,Alexandria,360.00,Davidar_2001,80,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.577N, 92.61E",,11.577,92.61,"one to several transects per island, small islands were entirely surveyed, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Chester,11,10 to 15,Chester,9.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.583N, 92.578E",,11.583,92.578,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Grub,11,10 to 15,Grub,3.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.589N, 92.594E",,11.589,92.594,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Jolly Buoy,11,10 to 15,Jolly Boys,12.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"12.088N, 93.025E",,12.088,93.025,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Little Andaman,11,10 to 15,Little Andaman,73439.00,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"10.695N, 92.489E",,10.695,92.489,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Malay,11,10 to 15,Malay,70.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.531N, 92.603E",,11.531,92.603,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Redskin,11,10 to 15,Redskin,330.00,Davidar_2001,50,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.552N, 92.592E",,11.552,92.592,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Rutland,11,10 to 15,Rutland,13717.00,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.421N, 92.642E",,11.421,92.642,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Snob,11,10 to 15,Snob,22.00,Davidar_2001,75,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.566N, 92.574E",,11.566,92.574,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,South Andamans,11,10 to 15,South Andaman,135082.00,Surendran_Vasudevan_2015,459,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.816N, 92.635E",,11.816,92.635,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Devy_1998,Devy_1998_data,Tarmugli,11,10 to 15,Tarmugli,1150.00,Davidar_2001,78,Davidar_personnal_communication,maximum elevation,Invertebrates,True island,True island,,"11.576N, 92.547E",,11.576,92.547,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk
Ding_2013,Ding_2013_data,code_1,,,,143.19,,18,,,birds,lake island,lake island,,NA,,NA,NA,1600,m total length walk
Ding_2013,Ding_2013_data,code_10,,,,2.83,,660,,,birds,lake island,lake island,,NA,,NA,NA,150,m total length walk
Ding_2013,Ding_2013_data,code_11,,,,2.29,,52,,,birds,lake island,lake island,,NA,,NA,NA,300,m total length walk
Ding_2013,Ding_2013_data,code_12,,,,2.23,,52,,,birds,lake island,lake island,,NA,,NA,NA,400,m total length walk
Ding_2013,Ding_2013_data,code_13,,,,2.00,,40,,,birds,lake island,lake island,,NA,,NA,NA,300,m total length walk
Ding_2013,Ding_2013_data,code_14,,,,1.93,,105,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_15,,,,1.74,,20,,,birds,lake island,lake island,,NA,,NA,NA,300,m total length walk
Ding_2013,Ding_2013_data,code_16,,,,1.54,,20,,,birds,lake island,lake island,,NA,,NA,NA,375,m total length walk
Ding_2013,Ding_2013_data,code_17,,,,1.52,,55,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_18,,,,1.52,,55,,,birds,lake island,lake island,,NA,,NA,NA,175,m total length walk
Ding_2013,Ding_2013_data,code_19,,,,1.40,,25,,,birds,lake island,lake island,,NA,,NA,NA,375,m total length walk
Ding_2013,Ding_2013_data,code_2,,,,109.03,,50,,,birds,lake island,lake island,,NA,,NA,NA,1600,m total length walk
Ding_2013,Ding_2013_data,code_20,,,,1.26,,50,,,birds,lake island,lake island,,NA,,NA,NA,200,m total length walk
Ding_2013,Ding_2013_data,code_21,,,,1.20,,38.33333333,,,birds,lake island,lake island,,NA,,NA,NA,225,m total length walk
Ding_2013,Ding_2013_data,code_22,,,,1.20,,38.33333333,,,birds,lake island,lake island,,NA,,NA,NA,225,m total length walk
Ding_2013,Ding_2013_data,code_23,,,,1.17,,35,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_24,,,,1.15,,35,,,birds,lake island,lake island,,NA,,NA,NA,275,m total length walk
Ding_2013,Ding_2013_data,code_25,,,,1.03,,35,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_26,,,,1.01,,425,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_27,,,,1.01,,425,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_28,,,,0.97,,425,,,birds,lake island,lake island,,NA,,NA,NA,200,m total length walk
Ding_2013,Ding_2013_data,code_29,,,,0.96,,112.2,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_3,,,,55.08,,112.2,,,birds,lake island,lake island,,NA,,NA,NA,800,m total length walk
Ding_2013,Ding_2013_data,code_30,,,,0.91,,425,,,birds,lake island,lake island,,NA,,NA,NA,275,m total length walk
Ding_2013,Ding_2013_data,code_31,,,,0.86,,425,,,birds,lake island,lake island,,NA,,NA,NA,225,m total length walk
Ding_2013,Ding_2013_data,code_32,,,,0.83,,425,,,birds,lake island,lake island,,NA,,NA,NA,275,m total length walk
Ding_2013,Ding_2013_data,code_33,,,,0.83,,5,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_34,,,,0.80,,5,,,birds,lake island,lake island,,NA,,NA,NA,325,m total length walk
Ding_2013,Ding_2013_data,code_35,,,,0.80,,33,,,birds,lake island,lake island,,NA,,NA,NA,300,m total length walk
Ding_2013,Ding_2013_data,code_36,,,,0.73,,33,,,birds,lake island,lake island,,NA,,NA,NA,300,m total length walk
Ding_2013,Ding_2013_data,code_37,,,,0.67,,10,,,birds,lake island,lake island,,NA,,NA,NA,325,m total length walk
Ding_2013,Ding_2013_data,code_38,,,,0.59,,425,,,birds,lake island,lake island,,NA,,NA,NA,225,m total length walk
Ding_2013,Ding_2013_data,code_39,,,,0.59,,425,,,birds,lake island,lake island,,NA,,NA,NA,250,m total length walk
Ding_2013,Ding_2013_data,code_4,,,,46.37,,131.25,,,birds,lake island,lake island,,NA,,NA,NA,800,m total length walk
Ding_2013,Ding_2013_data,code_40,,,,0.57,,131.25,,,birds,lake island,lake island,,NA,,NA,NA,200,m total length walk
Ding_2013,Ding_2013_data,code_41,,,,0.30,,425,,,birds,lake island,lake island,,NA,,NA,NA,175,m total length walk
Ding_2013,Ding_2013_data,code_5,,,,35.64,,425,,,birds,lake island,lake island,,NA,,NA,NA,800,m total length walk
Ding_2013,Ding_2013_data,code_6,,,,32.29,,30,,,birds,lake island,lake island,,NA,,NA,NA,800,m total length walk
Ding_2013,Ding_2013_data,code_7,,,,5.69,,30,,,birds,lake island,lake island,,NA,,NA,NA,375,m total length walk
Ding_2013,Ding_2013_data,code_8,,,,3.42,,29,,,birds,lake island,lake island,,NA,,NA,NA,300,m total length walk
Ding_2013,Ding_2013_data,code_9,,,,2.90,,29,,,birds,lake island,lake island,,NA,,NA,NA,275,m total length walk
Dueser_1979,Dueser_1979_data,Cobb,10,10 to 15,Cobb VA,532,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",5,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.3259030044415, -75.7482756545051","37.3259030044415, -75.7482756545051",37.325903,-75.74827565,397,trap nights
Dueser_1979,Dueser_1979_data,Hog,10,10 to 15,Hog VA,1177.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",5,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.4152599949323, -75.6902000477331","37.4152599949323, -75.6902000477331",37.41525999,-75.69020005,652,trap nights
Dueser_1979,Dueser_1979_data,Mink,10,10 to 15,,305.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",105,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.1973640998072, -75.8310358017046","37.1973640998072, -75.8310358017046",37.1973641,-75.8310358,170,trap nights
Dueser_1979,Dueser_1979_data,Myrtle,10,10 to 15,Myrtle VA,407.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.1929573279882, -75.8191765977305","37.1929573279882, -75.8191765977305",37.19295733,-75.8191766,290,trap nights
Dueser_1979,Dueser_1979_data,Parramore,10,10 to 15,Parramore VA,2197.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.5382406223789, -75.6282636607768","37.5382406223789, -75.6282636607768",37.53824062,-75.62826366,2115,trap nights
Dueser_1979,Dueser_1979_data,Racoon,10,10 to 15,Racoon VA,14.5,Google Earth,#N/A,,,Mammals,Barrier island,Barrier island,,"37.1265316,-75.9407625","37.1265316,-75.9407625",37.1265316,-75.9407625,40,trap nights
Dueser_1979,Dueser_1979_data,Revel,10,10 to 15,Revel VA,508,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.5032619458286, -75.6689193401566","37.5032619458286, -75.6689193401566",37.50326195,-75.66891934,330,trap nights
Dueser_1979,Dueser_1979_data,Skidmore,10,10 to 15,,44.00,"Dueser, Moncrief & Martin, 2006, Science-Based Conservation Management on the Virginia Barrier Islands: Avian Habitat Restoration Through Predation Management",#N/A,"derived from Dueser, Moncrief & Martin, 2006, Science-Based Conservation Management on the Virginia Barrier Islands: Avian Habitat Restoration Through Predation Management",,Mammals,Barrier island,Barrier island,,"37.1373647,-75.9279842","37.1373647,-75.9279842",37.1373647,-75.9279842,40,trap nights
Dueser_1979,Dueser_1979_data,Smith,10,10 to 15,Smith VA,512.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.1489699639639, -75.8668473105474","37.1489699639639, -75.8668473105474",37.14896996,-75.86684731,495,trap nights
Dueser_1979,Dueser_1979_data,Wreck,10,10 to 15,Wreck VA,370.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,Mammals,Barrier island,Barrier island,,"37.2648368214179, -75.79659486532","37.2648368214179, -75.79659486532",37.26483682,-75.79659487,385,trap nights
Evans_2016,Evans_2016_data,Albatross Islans,13,10 to 15,Albatross,101.00,,#N/A,,,Birds,Atoll,True island,,"-16.2408663557352, 59.5919427935559","-16.240833, 59.591944",-16.24086636,59.59194279,,
Evans_2016,Evans_2016_data,Avocaire,13,10 to 15,Avocaire,2.00,,#N/A,,,Birds,Atoll,True island,,"-16.6026407252879, 59.6405081472234",16°36′10″S 59°38′26″E,-16.60264073,59.64050815,,
Evans_2016,Evans_2016_data,Baleine,13,10 to 15,Baleine,1.47,,#N/A,,,Birds,Atoll,True island,,"-16.7149599091906, 59.5682648190438",,-16.71495991,59.56826482,,
Evans_2016,Evans_2016_data,Bouquet,13,10 to 15,Bouquet,NA,,#N/A,,,Birds,Atoll,True island,,"-16.5207511535816, 59.7100812380831",,-16.52075115,59.71008124,,
Evans_2016,Evans_2016_data,Chaloupe,13,10 to 15,Chaloupe,146.00,,#N/A,,,Birds,Atoll,True island,,"-16.721602, 59.573138",16°45′08″S 59°34′21″E,-16.721602,59.573138,,
Evans_2016,Evans_2016_data,Courson,13,10 to 15,Courson,NA,,#N/A,,,Birds,Atoll,True island,,"-16.6544115969858, 59.6254851704517",,-16.6544116,59.62548517,,
Evans_2016,Evans_2016_data,Digier,13,10 to 15,Digier,NA,,#N/A,,,Birds,Atoll,True island,,"-16.8212481837841, 59.4860665030169",,-16.82124818,59.4860665,,
Evans_2016,Evans_2016_data,Fregate,13,10 to 15,Frégate,16.12,,#N/A,,,Birds,Atoll,True island,,"-16.5988741442812, 59.5136229888451",,-16.59887414,59.51362299,,
Evans_2016,Evans_2016_data,Grand Capitaine,13,10 to 15,Grand Capitaine,NA,,#N/A,,,Birds,Atoll,True island,,"-16.8159362129372, 59.5121167873657",,-16.81593621,59.51211679,,
Evans_2016,Evans_2016_data,Grand Dagorne,13,10 to 15,Grand Dagorne,NA,,#N/A,,,Birds,Atoll,True island,,"-16.7863247446397, 59.5581740771563",,-16.78632474,59.55817408,,
Evans_2016,Evans_2016_data,Grand Dagorne South,13,10 to 15,Grand Dagorne South,NA,,#N/A,,,Birds,Atoll,True island,,"-16.7878377332707, 59.5559867418272",,-16.78783773,59.55598674,,
Evans_2016,Evans_2016_data,ile Cocos,13,10 to 15,Coco,50.00,,#N/A,,,Birds,Atoll,True island,,"-16.7509414276141, 59.5723899246055",16°48′56″S 59°30′09″E,-16.75094143,59.57238992,,
Evans_2016,Evans_2016_data,ile du Sud,13,10 to 15,Île du Sud,13.85,,#N/A,,,Birds,Atoll,True island,,"-16.8155169208468, 59.5020573086262",16°48′55″S 59°30′09″E,-16.81551692,59.50205731,,
Evans_2016,Evans_2016_data,ile Longue,13,10 to 15,Île Longue,NA,,#N/A,,,Birds,Atoll,True island,,"-16.7920049797395, 59.5532952010117",,-16.79200498,59.5532952,,
Evans_2016,Evans_2016_data,ile Longue North,13,10 to 15,Île Longue North,17.90,,#N/A,,,Birds,Atoll,True island,,"-16.7898830142324, 59.5544481582158",16°23′16″S 59°38′32″E,-16.78988301,59.55444816,,
Evans_2016,Evans_2016_data,ile Paul,13,10 to 15,Île Paul,NA,,#N/A,,,Birds,Atoll,True island,,"-16.5727365473598, 59.7024951647484",,-16.57273655,59.70249516,,
Evans_2016,Evans_2016_data,ile Raphael,13,10 to 15,Île Raphael,3.45,,#N/A,,,Birds,Atoll,True island,,"-16.4422048307775, 59.6081892661666",16°26′00″S 59°36′18″E,-16.44220483,59.60818927,,
Evans_2016,Evans_2016_data,ile Tortue,13,10 to 15,Île Tortue,13.00,,#N/A,,,Birds,Atoll,True island,,"-16.4834595489417, 59.6871408136501",16°29′00″S 59°41′014″E,-16.48345955,59.68714081,,
Evans_2016,Evans_2016_data,La Derive,13,10 to 15,La Dérive,NA,,#N/A,,,Birds,Atoll,True island,,"-16.8185532923722, 59.4956749000694",,-16.81855329,59.4956749,,
Evans_2016,Evans_2016_data,Loup Garou,13,10 to 15,Loup Garou,NA,,#N/A,,,Birds,Atoll,True island,,"-16.8067490965919, 59.534530615621",,-16.8067491,59.53453062,,
Evans_2016,Evans_2016_data,Perle,13,10 to 15,,18.60,,NA,,,Birds,Atoll,True island,,"-16.5458293505772, 59.5059380772717",16°32′46″S 59°30′20″E,-16.54582935,59.50593808,,
Evans_2016,Evans_2016_data,Petit Capitaine,13,10 to 15,Petit Capitaine,NA,,NA,,,Birds,Atoll,True island,,"-16.8133879344951, 59.5206218120363",,-16.81338793,59.52062181,,
Evans_2016,Evans_2016_data,Petit Dagorne,13,10 to 15,Petit Dagorne,NA,,NA,,,Birds,Atoll,True island,,"-16.7796805674904, 59.5633084628899",,-16.77968057,59.56330846,,
Evans_2016,Evans_2016_data,Petit Raphael North,13,10 to 15,Petit Raphael North,NA,,NA,,,Birds,Atoll,True island,,"-16.4464817306599, 59.6095386914479",,-16.44648173,59.60953869,,
Evans_2016,Evans_2016_data,Petit Raphael South,13,10 to 15,Petit Raphael South,NA,,NA,,,Birds,Atoll,True island,,"-16.4490915311635, 59.6125252959064",,-16.44909153,59.6125253,,
Evans_2016,Evans_2016_data,Poulailler,13,10 to 15,Poulailler,NA,,NA,,,Birds,Atoll,True island,,"-16.43359, 59.60507",,-16.43359,59.60507,,
Evans_2016,Evans_2016_data,Puits a Eau,13,10 to 15,Puits à Eau,NA,,NA,,,Birds,Atoll,True island,,"-16.4224109594978, 59.6107665016994",,-16.42241096,59.6107665,,
Evans_2016,Evans_2016_data,Roseate Island,13,10 to 15,Roseate Island,NA,,NA,,,Birds,Atoll,True island,,"-16.8196155027114, 59.4909964904896",,-16.8196155,59.49099649,,
Evans_2016,Evans_2016_data,Sirene,13,10 to 15,Sirène,8.18,,NA,,,Birds,Atoll,True island,,"-16.4686227693707, 59.5801996575109",16°28′05″S 59°34′49″E,-16.46862277,59.58019966,,
Evans_2016,Evans_2016_data,Verronge,13,10 to 15,Verronge,0.47,,NA,,,Birds,Atoll,True island,,"-16.6785953062087, 59.606440480095",16°40′43″S 59°36′23″E,-16.67859531,59.60644048,,
Hahn_2006,Hahn_2006,Alejandro Selkirk,,,Alejandro Selkirk,4464.00,,0 to 1333 (1333 top),,,birds,True island,True island,,"33°45'04""S 80°47'00""W",33°45′04″S 80°47′00″W,-33.75111111,-80.78333333,24000,total m long of transects (n=11)
Hahn_2006,Hahn_2006,Robinson Crusoe,,,Robinson Crusoe,4711.00,,"10 to 565 (sampling, 915 top)",,,birds,True island,True island,,"33°38'29""S 78°50'28""W",33°38′29″S 78°50′28″W,-33.64138889,-78.84111111,34699,total m long of transects (n=38)
Hamza_2018,Hamza_2018_data,Pulau Kukus,,,Sibu Kukus,3,Hamza_2018,45,Hamza_2024,maximum elevation,,True island,True island,,"02°10'3""N, 140°06'7""E","02°10ʹ3ʺN, 140°06ʹ7ʺE",2.1675,140.1019444,,
Hamza_2018,Hamza_2018_data,Pulau Lanting,,,Lanting,1,Hamza_2018,16,Hamza_2018,maximum elevation,,True island,True island,,"02°16'5""N, 140°09'4""E","02°16ʹ5ʺN, 140°09ʹ4ʺE",2.268055556,140.1511111,,
Hamza_2018,Hamza_2018_data,Tokong Belalai,,,Tokong Belalai,1,Hamza_2018,30,Hamza_2020,maximum elevation,,True island,True island,,"02°11'4""N, 140°10'6""E","02°11ʹ4ʺN, 140°10ʹ6ʺE",2.184444444,140.1683333,,
Hamza_2018,Hamza_2018_data,Tokong Chondong,,,Tokong Chondong,2,Hamza_2018,38,Hamza_2023,maximum elevation,,True island,True island,,"02°11'6""N, 140°10'6""E","02°11ʹ6ʺN, 140°10ʹ6ʺE",2.185,140.1683333,,
Hamza_2018,Hamza_2018_data,Tokong Cupak,,,Tokong Cupak,1,Hamza_2018,30,Hamza_2021,maximum elevation,,True island,True island,,"02°10'6""N, 140°11'1""E","02°10ʹ6ʺN, 140°11ʹ1ʺE",2.168333333,140.1836111,,
Hamza_2018,Hamza_2018_data,Tokong Raket,,,Tokong Raket,1,Hamza_2018,29,Hamza_2019,maximum elevation,,True island,True island,,"02°13'0""N, 140°09'6""E","02°13ʹ0ʺN, 140°09ʹ6ʺE",2.216666667,140.1516667,,
Hamza_2018,Hamza_2018_data,Tokong Sangol,,,Tokong Sangol,1,Hamza_2018,22,Hamza_2018,maximum elevation,,True island,True island,,"02°13'4""N, 140°08'1""E","02°13ʹ4ʺN, 140°08ʹ1ʺE",2.217777778,140.1336111,,
Hamza_2018,Hamza_2018_data,Tokong Yu,,,Tokong Yu,1,Hamza_2018,28,Hamza_2022,maximum elevation,,True island,True island,,"02°07'4""N, 140°14'8""E","02°07ʹ4ʺN, 140°14ʹ8ʺE",2.117777778,140.2355556,,
Hatteland_2008_data,Hatteland_2008_data,island1,14,10 to 15,,7.13,,,,,Beetles,True island,True island,,"60.4889780403609, 4.86275573597548","60.4889780403609, 4.86275573597548",60.48897804,4.862755736,10,trap per island
Hatteland_2008_data,Hatteland_2008_data,island2,14,10 to 15,,2.87,,,,,Beetles,True island,True island,,"60.4900100742927, 4.8321574450235","60.4900100742927, 4.8321574450235",60.49001007,4.832157445,10,trap per island
Hatteland_2008_data,Hatteland_2008_data,island3,14,10 to 15,,10.64,,,,,Beetles,True island,True island,,"60.5039259278121, 4.82967968478458","60.5039259278121, 4.82967968478458",60.50392593,4.829679685,10,trap per island
Hatteland_2008_data,Hatteland_2008_data,island4,14,10 to 15,,0.24,,,,,Beetles,True island,True island,,"60.5056582078872, 4.8421709713736","60.5056582078872, 4.8421709713736",60.50565821,4.842170971,3,trap per island
Hatteland_2008_data,Hatteland_2008_data,island5,14,10 to 15,,1.69,,,,,Beetles,True island,True island,,"60.5430682209389, 4.81323390401813","60.5430682209389, 4.81323390401813",60.54306822,4.813233904,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island6,14,10 to 15,,1.05,,,,,Beetles,True island,True island,,"60.5452413482637, 4.8161654341493","60.5452413482637, 4.8161654341493",60.54524135,4.816165434,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island7,14,10 to 15,,0.56,,,,,Beetles,True island,True island,,"60.5771645869435, 4.8181150707001","60.5771645869435, 4.8181150707001",60.57716459,4.818115071,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island8,14,10 to 15,,0.67,,6,google earth,,Beetles,True island,True island,,"60.6035794620779, 4.79147794075255","60.6035794620779, 4.79147794075255",60.60357946,4.791477941,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island9,14,10 to 15,,2.00,,,,,Beetles,True island,True island,,"60.6018671516847, 4.76373330914206","60.6018671516847, 4.76373330914206",60.60186715,4.763733309,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island10,14,10 to 15,,5.90,,,,,Beetles,True island,True island,,"60.6067228463938, 4.76625959609389","60.6067228463938, 4.76625959609389",60.60672285,4.766259596,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island11,14,10 to 15,,2.94,,,,,Beetles,True island,True island,,"60.6289222466727, 4.76548346907576","60.6289222466727, 4.76548346907576",60.62892225,4.765483469,5,trap per island
