ISL_ID,study_ID,Study,island_code,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,DEM_elevation_max,DEM_elevation_min,DEM_latitude,DEM_longitude,Taxa,Type_of_island,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,coordinate checking,sampling_effort,sampling_effort_unit,,
189,Devy_1998,Devy_1998_data,Alexandria,Alexandria,360.00,Davidar_2001,80,Davidar_personnal_communication,maximum elevation,100,1,11.577,92.61,Butterflies,real island,,"11.577N, 92.61E",,11.577,92.61,FALSE,"one to several transects per island, small islands were entirely surveyed, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
190,Devy_1998,Devy_1998_data,Chester,Chester,9.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,19,1,11.583,92.578,Butterflies,real island,,"11.583N, 92.578E",,11.583,92.578,TRUE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
191,Devy_1998,Devy_1998_data,Grub,Grub,3.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,100,1,11.589,92.594,Butterflies,real island,,"11.589N, 92.594E",,11.589,92.594,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
192,Devy_1998,Devy_1998_data,Jolly Buoy,Jolly Boys,12.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,139,1,12.088,93.025,Butterflies,real island,,"12.088N, 93.025E",,12.088,93.025,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
193,Devy_1998,Devy_1998_data,Little Andaman,Little Andaman,73439.00,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,177,1,10.695,92.489,Butterflies,real island,,"10.695N, 92.489E",,10.695,92.489,TRUE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
194,Devy_1998,Devy_1998_data,Malay,Malay,70.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,61,1,11.531,92.603,Butterflies,real island,,"11.531N, 92.603E",,11.531,92.603,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
195,Devy_1998,Devy_1998_data,Redskin,Redskin,330.00,Davidar_2001,50,Davidar_personnal_communication,maximum elevation,65,1,11.552,92.592,Butterflies,real island,,"11.552N, 92.592E",,11.552,92.592,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
196,Devy_1998,Devy_1998_data,Rutland,Rutland,13717.00,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,442,1,11.421,92.642,Butterflies,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
197,Devy_1998,Devy_1998_data,Snob,Snob,22.00,Davidar_2001,75,Davidar_personnal_communication,maximum elevation,37,2,11.566,92.574,Butterflies,real island,,"11.566N, 92.574E",,11.566,92.574,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
198,Devy_1998,Devy_1998_data,South Andamans,South Andaman,135082.00,Surendran_Vasudevan_2015,459,Davidar_personnal_communication,maximum elevation,469,1,11.816,92.635,Butterflies,real island,,"11.816N, 92.635E",,11.816,92.635,TRUE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
199,Devy_1998,Devy_1998_data,Tarmugli,Tarmugli,1150.00,Davidar_2001,78,Davidar_personnal_communication,maximum elevation,57,1,11.576,92.547,Butterflies,real island,,"11.576N, 92.547E",,11.576,92.547,FALSE,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",km transect walk,,
200,Dueser_1979,Dueser_1979_data,Cobb,Cobb VA,532,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",5,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,32,1,37.325903,-75.74827565,Mammals,Barrier,,"37.3259030044415, -75.7482756545051","37.3259030044415, -75.7482756545051",37.325903,-75.74827565,FALSE,397,trap nights,,
201,Dueser_1979,Dueser_1979_data,Hog,Hog VA,1177.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",5,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,19,1,37.41525999,-75.69020005,Mammals,Barrier,,"37.4152599949323, -75.6902000477331","37.4152599949323, -75.6902000477331",37.41525999,-75.69020005,FALSE,652,trap nights,,
202,Dueser_1979,Dueser_1979_data,Mink,,305.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",105,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,39,1,37.1973641,-75.8310358,Mammals,Barrier,,"37.1973640998072, -75.8310358017046","37.1973640998072, -75.8310358017046",37.1973641,-75.8310358,FALSE,170,trap nights,,
203,Dueser_1979,Dueser_1979_data,Myrtle,Myrtle VA,407.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,39,1,37.19295733,-75.8191766,Mammals,Barrier,,"37.1929573279882, -75.8191765977305","37.1929573279882, -75.8191765977305",37.19295733,-75.8191766,FALSE,290,trap nights,,
204,Dueser_1979,Dueser_1979_data,Parramore,Parramore VA,2197.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,22,1,37.53824062,-75.62826366,Mammals,Barrier,,"37.5382406223789, -75.6282636607768","37.5382406223789, -75.6282636607768",37.53824062,-75.62826366,FALSE,2115,trap nights,,
205,Dueser_1979,Dueser_1979_data,Racoon,Racoon VA,14.5,Google Earth,#N/A,,,89,1,37.1265316,-75.9407625,Mammals,Barrier,,"37.1265316,-75.9407625","37.1265316,-75.9407625",37.1265316,-75.9407625,TRUE,40,trap nights,,
206,Dueser_1979,Dueser_1979_data,Revel,Revel VA,508,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,89,1,37.50326195,-75.66891934,Mammals,Barrier,,"37.5032619458286, -75.6689193401566","37.5032619458286, -75.6689193401566",37.50326195,-75.66891934,FALSE,330,trap nights,,
207,Dueser_1979,Dueser_1979_data,Skidmore,,44.00,"Dueser, Moncrief & Martin, 2006, Science-Based Conservation Management on the Virginia Barrier Islands: Avian Habitat Restoration Through Predation Management",#N/A,"derived from Dueser, Moncrief & Martin, 2006, Science-Based Conservation Management on the Virginia Barrier Islands: Avian Habitat Restoration Through Predation Management",,10,1,37.1373647,-75.9279842,Mammals,Barrier,,"37.1373647,-75.9279842","37.1373647,-75.9279842",37.1373647,-75.9279842,FALSE,40,trap nights,,
208,Dueser_1979,Dueser_1979_data,Smith,Smith VA,512.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,39,1,37.14896996,-75.86684731,Mammals,Barrier,,"37.1489699639639, -75.8668473105474","37.1489699639639, -75.8668473105474",37.14896996,-75.86684731,FALSE,495,trap nights,,
209,Dueser_1979,Dueser_1979_data,Wreck,Wreck VA,370.00,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",#N/A,"Dueser & Brown, 1980, Ecological Correlates of Insular Rodent Diversity, Ecology 61 (1)",maximum elevation,20,1,37.26483682,-75.79659487,Mammals,Barrier,,"37.2648368214179, -75.79659486532","37.2648368214179, -75.79659486532",37.26483682,-75.79659487,FALSE,385,trap nights,,
210,Evans_2016,Evans_2016_data,Albatross Islans,Albatross,101.00,,#N/A,,,10,1,-16.24086636,59.59194279,Birds,real island,,"-16.2408663557352, 59.5919427935559","-16.240833, 59.591944",-16.24086636,59.59194279,FALSE,NA,insufficient details on sampling,,
211,Evans_2016,Evans_2016_data,Avocaire,Avocaire,2.00,,#N/A,,,15,1,-16.60264073,59.64050815,Birds,real island,,"-16.6026407252879, 59.6405081472234",16°36′10″S 59°38′26″E,-16.60264073,59.64050815,FALSE,NA,insufficient details on sampling,,
212,Evans_2016,Evans_2016_data,Baleine,Baleine,1.47,,#N/A,,,19,1,-16.71495991,59.56826482,Birds,real island,,"-16.7149599091906, 59.5682648190438",,-16.71495991,59.56826482,FALSE,NA,insufficient details on sampling,,
213,Evans_2016,Evans_2016_data,Bouquet,Bouquet,NA,,#N/A,,,12,1,-16.52075115,59.71008124,Birds,real island,,"-16.5207511535816, 59.7100812380831",,-16.52075115,59.71008124,FALSE,NA,insufficient details on sampling,,
214,Evans_2016,Evans_2016_data,Chaloupe,Chaloupe,146.00,,#N/A,,,14,1,-16.721602,59.573138,Birds,real island,,"-16.721602, 59.573138",16°45′08″S 59°34′21″E,-16.721602,59.573138,TRUE,NA,insufficient details on sampling,,
215,Evans_2016,Evans_2016_data,Courson,Courson,NA,,#N/A,,,16,1,-16.6544116,59.62548517,Birds,real island,,"-16.6544115969858, 59.6254851704517",,-16.6544116,59.62548517,FALSE,NA,insufficient details on sampling,,
216,Evans_2016,Evans_2016_data,Digier,Digier,NA,,#N/A,,,19,1,-16.82124818,59.4860665,Birds,real island,,"-16.8212481837841, 59.4860665030169",,-16.82124818,59.4860665,FALSE,NA,insufficient details on sampling,,
217,Evans_2016,Evans_2016_data,Fregate,Frégate,16.12,,#N/A,,,14,3,-16.59887414,59.51362299,Birds,real island,,"-16.5988741442812, 59.5136229888451",,-16.59887414,59.51362299,FALSE,NA,insufficient details on sampling,,
218,Evans_2016,Evans_2016_data,Grand Capitaine,Grand Capitaine,NA,,#N/A,,,10,1,-16.81593621,59.51211679,Birds,real island,,"-16.8159362129372, 59.5121167873657",,-16.81593621,59.51211679,FALSE,NA,insufficient details on sampling,,
219,Evans_2016,Evans_2016_data,Grand Dagorne,Grand Dagorne,NA,,#N/A,,,14,1,-16.78632474,59.55817408,Birds,real island,,"-16.7863247446397, 59.5581740771563",,-16.78632474,59.55817408,FALSE,NA,insufficient details on sampling,,
220,Evans_2016,Evans_2016_data,Grand Dagorne South,Grand Dagorne South,NA,,#N/A,,,14,1,-16.78783773,59.55598674,Birds,real island,,"-16.7878377332707, 59.5559867418272",,-16.78783773,59.55598674,FALSE,NA,insufficient details on sampling,,
221,Evans_2016,Evans_2016_data,ile Cocos,Coco,50.00,,#N/A,,,27,1,-16.75094143,59.57238992,Birds,real island,,"-16.7509414276141, 59.5723899246055",16°48′56″S 59°30′09″E,-16.75094143,59.57238992,FALSE,NA,insufficient details on sampling,,
222,Evans_2016,Evans_2016_data,ile du Sud,Île du Sud,13.85,,#N/A,,,12,1,-16.81551692,59.50205731,Birds,real island,,"-16.8155169208468, 59.5020573086262",16°48′55″S 59°30′09″E,-16.81551692,59.50205731,FALSE,NA,insufficient details on sampling,,
223,Evans_2016,Evans_2016_data,ile Longue,Île Longue,NA,,#N/A,,,21,1,-16.79200498,59.5532952,Birds,real island,,"-16.7920049797395, 59.5532952010117",,-16.79200498,59.5532952,FALSE,NA,insufficient details on sampling,,
224,Evans_2016,Evans_2016_data,ile Longue North,Île Longue North,17.90,,#N/A,,,21,1,-16.78988301,59.55444816,Birds,real island,,"-16.7898830142324, 59.5544481582158",16°23′16″S 59°38′32″E,-16.78988301,59.55444816,FALSE,NA,insufficient details on sampling,,
225,Evans_2016,Evans_2016_data,ile Paul,Île Paul,NA,,#N/A,,,19,1,-16.57273655,59.70249516,Birds,real island,,"-16.5727365473598, 59.7024951647484",,-16.57273655,59.70249516,FALSE,NA,insufficient details on sampling,,
226,Evans_2016,Evans_2016_data,ile Raphael,Île Raphael,3.45,,#N/A,,,29,1,-16.44220483,59.60818927,Birds,real island,,"-16.4422048307775, 59.6081892661666",16°26′00″S 59°36′18″E,-16.44220483,59.60818927,FALSE,NA,insufficient details on sampling,,
227,Evans_2016,Evans_2016_data,ile Tortue,Île Tortue,13.00,,#N/A,,,5,0,-16.48345955,59.68714081,Birds,real island,,"-16.4834595489417, 59.6871408136501",16°29′00″S 59°41′014″E,-16.48345955,59.68714081,FALSE,NA,insufficient details on sampling,,
228,Evans_2016,Evans_2016_data,La Derive,La Dérive,NA,,#N/A,,,17,1,-16.81855329,59.4956749,Birds,real island,,"-16.8185532923722, 59.4956749000694",,-16.81855329,59.4956749,FALSE,NA,insufficient details on sampling,,
229,Evans_2016,Evans_2016_data,Loup Garou,Loup Garou,NA,,#N/A,,,13,1,-16.8067491,59.53453062,Birds,real island,,"-16.8067490965919, 59.534530615621",,-16.8067491,59.53453062,FALSE,NA,insufficient details on sampling,,
230,Evans_2016,Evans_2016_data,Perle,,18.60,,NA,,,8,2,-16.54582935,59.50593808,Birds,real island,,"-16.5458293505772, 59.5059380772717",16°32′46″S 59°30′20″E,-16.54582935,59.50593808,FALSE,NA,insufficient details on sampling,,
231,Evans_2016,Evans_2016_data,Petit Capitaine,Petit Capitaine,NA,,NA,,,14,1,-16.81338793,59.52062181,Birds,real island,,"-16.8133879344951, 59.5206218120363",,-16.81338793,59.52062181,FALSE,NA,insufficient details on sampling,,
232,Evans_2016,Evans_2016_data,Petit Dagorne,Petit Dagorne,NA,,NA,,,12,1,-16.77968057,59.56330846,Birds,real island,,"-16.7796805674904, 59.5633084628899",,-16.77968057,59.56330846,FALSE,NA,insufficient details on sampling,,
233,Evans_2016,Evans_2016_data,Petit Raphael North,Petit Raphael North,NA,,NA,,,16,1,-16.44648173,59.60953869,Birds,real island,,"-16.4464817306599, 59.6095386914479",,-16.44648173,59.60953869,FALSE,NA,insufficient details on sampling,,
234,Evans_2016,Evans_2016_data,Petit Raphael South,Petit Raphael South,NA,,NA,,,5,1,-16.44909153,59.6125253,Birds,real island,,"-16.4490915311635, 59.6125252959064",,-16.44909153,59.6125253,FALSE,NA,insufficient details on sampling,,
235,Evans_2016,Evans_2016_data,Poulailler,Poulailler,NA,,NA,,,14,1,-16.43359,59.60507,Birds,real island,,"-16.43359, 59.60507",,-16.43359,59.60507,FALSE,NA,insufficient details on sampling,,
236,Evans_2016,Evans_2016_data,Puits a Eau,Puits à Eau,NA,,NA,,,11,1,-16.42241096,59.6107665,Birds,real island,,"-16.4224109594978, 59.6107665016994",,-16.42241096,59.6107665,FALSE,NA,insufficient details on sampling,,
237,Evans_2016,Evans_2016_data,Roseate Island,Roseate Island,NA,,NA,,,13,1,-16.8196155,59.49099649,Birds,real island,,"-16.8196155027114, 59.4909964904896",,-16.8196155,59.49099649,FALSE,NA,insufficient details on sampling,,
238,Evans_2016,Evans_2016_data,Sirene,Sirène,8.18,,NA,,,11,1,-16.46862277,59.58019966,Birds,real island,,"-16.4686227693707, 59.5801996575109",16°28′05″S 59°34′49″E,-16.46862277,59.58019966,FALSE,NA,insufficient details on sampling,,
239,Evans_2016,Evans_2016_data,Verronge,Verronge,0.47,,NA,,,16,1,-16.67859531,59.60644048,Birds,real island,,"-16.6785953062087, 59.606440480095",16°40′43″S 59°36′23″E,-16.67859531,59.60644048,FALSE,NA,insufficient details on sampling,,
240,Hahn_2006,Hahn_2006,Alejandro Selkirk,Alejandro Selkirk,4464.00,,0 to 1333 (1333 top),,,1355,1,-33.75111111,-80.78333333,birds,real island,,"33°45'04""S 80°47'00""W",33°45′04″S 80°47′00″W,-33.75111111,-80.78333333,FALSE,24000,total m long of transects (n=11),,
241,Hahn_2006,Hahn_2006,Robinson Crusoe,Robinson Crusoe,4711.00,,"10 to 565 (sampling, 915 top)",,,884,1,-33.64138889,-78.84111111,birds,real island,,"33°38'29""S 78°50'28""W",33°38′29″S 78°50′28″W,-33.64138889,-78.84111111,FALSE,34699,total m long of transects (n=38),,
242,Hatteland_2008_data,Hatteland_2008_data,island1,,7.13,,22,google earth,maximum elevation,112,1,60.48897804,4.862755736,Beetles,"real island
",,"60.4889780403609, 4.86275573597548","60.4889780403609, 4.86275573597548",60.48897804,4.862755736,FALSE,10,trap per island,,
243,Hatteland_2008_data,Hatteland_2008_data,island2,,2.87,,13,google earth,maximum elevation,112,1,60.49001007,4.832157445,Beetles,"real island
",,"60.4900100742927, 4.8321574450235","60.4900100742927, 4.8321574450235",60.49001007,4.832157445,FALSE,10,trap per island,,
244,Hatteland_2008_data,Hatteland_2008_data,island3,,10.64,,1,google earth,maximum elevation,112,1,60.50392593,4.829679685,Beetles,"real island
",,"60.5039259278121, 4.82967968478458","60.5039259278121, 4.82967968478458",60.50392593,4.829679685,FALSE,10,trap per island,,
245,Hatteland_2008_data,Hatteland_2008_data,island4,,0.24,,1,google earth,maximum elevation,112,1,60.50565821,4.842170971,Beetles,"real island
",,"60.5056582078872, 4.8421709713736","60.5056582078872, 4.8421709713736",60.50565821,4.842170971,FALSE,3,trap per island,,
246,Hatteland_2008_data,Hatteland_2008_data,island5,,1.69,,7,google earth,maximum elevation,112,1,60.54306822,4.813233904,Beetles,"real island
",,"60.5430682209389, 4.81323390401813","60.5430682209389, 4.81323390401813",60.54306822,4.813233904,FALSE,5,trap per island,,
247,Hatteland_2008_data,Hatteland_2008_data,island6,,1.05,,11,google earth,maximum elevation,112,1,60.54524135,4.816165434,Beetles,"real island
",,"60.5452413482637, 4.8161654341493","60.5452413482637, 4.8161654341493",60.54524135,4.816165434,FALSE,5,trap per island,,
248,Hatteland_2008_data,Hatteland_2008_data,island7,,0.56,,7,google earth,maximum elevation,112,1,60.57716459,4.818115071,Beetles,"real island
",,"60.5771645869435, 4.8181150707001","60.5771645869435, 4.8181150707001",60.57716459,4.818115071,FALSE,5,trap per island,,
249,Hatteland_2008_data,Hatteland_2008_data,island8,,0.67,,6,google earth,maximum elevation,112,1,60.60357946,4.791477941,Beetles,"real island
",,"60.6035794620779, 4.79147794075255","60.6035794620779, 4.79147794075255",60.60357946,4.791477941,FALSE,5,trap per island,,
250,Hatteland_2008_data,Hatteland_2008_data,island9,,2.00,,14,google earth,maximum elevation,112,1,60.60186715,4.763733309,Beetles,"real island
",,"60.6018671516847, 4.76373330914206","60.6018671516847, 4.76373330914206",60.60186715,4.763733309,FALSE,5,trap per island,,
251,Hatteland_2008_data,Hatteland_2008_data,island10,,5.90,,13,google earth,maximum elevation,112,1,60.60672285,4.766259596,Beetles,"real island
",,"60.6067228463938, 4.76625959609389","60.6067228463938, 4.76625959609389",60.60672285,4.766259596,FALSE,5,trap per island,,
252,Hatteland_2008_data,Hatteland_2008_data,island11,,2.94,,7,google earth,maximum elevation,112,1,60.62892225,4.765483469,Beetles,"real island
",,"60.6289222466727, 4.76548346907576","60.6289222466727, 4.76548346907576",60.62892225,4.765483469,FALSE,5,trap per island,,
253,Hatteland_2008_data,Hatteland_2008_data,island12,,3.05,,19,google earth,maximum elevation,112,1,60.63961407,4.727656527,Beetles,"real island
",,"60.6396140745092, 4.72765652668935","60.6396140745092, 4.72765652668935",60.63961407,4.727656527,FALSE,5,trap per island,,
254,Hatteland_2008_data,Hatteland_2008_data,island13,,3.71,,28,google earth,maximum elevation,112,1,60.64304817,4.735584538,Beetles,"real island
",,"60.6430481674104, 4.73558453842151","60.6430481674104, 4.73558453842151",60.64304817,4.735584538,FALSE,5,trap per island,,
255,Hatteland_2008_data,Hatteland_2008_data,island14,,2.24,,29,google earth,maximum elevation,112,1,60.64399949,4.738874015,Beetles,"real island
",,"60.643999494078, 4.73887401510841","60.643999494078, 4.73887401510841",60.64399949,4.738874015,FALSE,5,trap per island,,
256,Jonsson_2011,Jonsson_2011_data,H12,,8.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,8,ha surveyed,,
257,Jonsson_2011,Jonsson_2011_data,H24,,0.10,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.1,ha surveyed,,
258,Jonsson_2011,Jonsson_2011_data,H27,,0.40,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.4,ha surveyed,,
259,Jonsson_2011,Jonsson_2011_data,H28,,2.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,2,ha surveyed,,
260,Jonsson_2011,Jonsson_2011_data,H32,,15.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,15,ha surveyed,,
261,Jonsson_2011,Jonsson_2011_data,H37,,0.25,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.25,ha surveyed,,
262,Jonsson_2011,Jonsson_2011_data,H43,,0.05,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.05,ha surveyed,,
263,Jonsson_2011,Jonsson_2011_data,H44,,0.30,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.3,ha surveyed,,
264,Jonsson_2011,Jonsson_2011_data,H45,,0.03,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.03,ha surveyed,,
265,Jonsson_2011,Jonsson_2011_data,H46,,2.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,2,ha surveyed,,
266,Jonsson_2011,Jonsson_2011_data,H47,,0.15,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.15,ha surveyed,,
267,Jonsson_2011,Jonsson_2011_data,H55,,12.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,12,ha surveyed,,
268,Jonsson_2011,Jonsson_2011_data,H7,,0.50,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.5,ha surveyed,,
269,Jonsson_2011,Jonsson_2011_data,H9,,2.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,2,ha surveyed,,
270,Jonsson_2011,Jonsson_2011_data,U102,,0.90,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.9,ha surveyed,,
271,Jonsson_2011,Jonsson_2011_data,U104,,0.05,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.05,ha surveyed,,
272,Jonsson_2011,Jonsson_2011_data,U105,,0.03,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.03,ha surveyed,,
273,Jonsson_2011,Jonsson_2011_data,U33,,0.02,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.02,ha surveyed,,
274,Jonsson_2011,Jonsson_2011_data,U36,,0.30,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.3,ha surveyed,,
275,Jonsson_2011,Jonsson_2011_data,U37,,0.09,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.09,ha surveyed,,
276,Jonsson_2011,Jonsson_2011_data,U45,,0.10,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.1,ha surveyed,,
277,Jonsson_2011,Jonsson_2011_data,U48,,0.05,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.05,ha surveyed,,
278,Jonsson_2011,Jonsson_2011_data,U49,,0.40,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.4,ha surveyed,,
279,Jonsson_2011,Jonsson_2011_data,U52,,1.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,1,ha surveyed,,
280,Jonsson_2011,Jonsson_2011_data,U58,,1.50,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,1.5,ha surveyed,,
281,Jonsson_2011,Jonsson_2011_data,U59,,0.60,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.6,ha surveyed,,
282,Jonsson_2011,Jonsson_2011_data,U60,,3.00,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,3,ha surveyed,,
283,Jonsson_2011,Jonsson_2011_data,UA,,0.08,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.08,ha surveyed,,
284,Jonsson_2011,Jonsson_2011_data,UB,,0.13,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,0.13,ha surveyed,,
285,Jonsson_2011,Jonsson_2011_data,UD,,1.50,,,,,NA,NA,60.64399949,4.738874015,Birds,lake island,,NA,,NA,NA,FALSE,1.5,ha surveyed,,
286,Karger_2014,Karger_2014_data,Bacan,,190000.00,Karger_2014,,,,2088,1,-0.7,127.5166667,Ferns,"real island
",,00°42' S 127°31' E,00°42′ S 127°31′ E,-0.7,127.5166667,FALSE,16,plots,,
287,Karger_2014,Karger_2014_data,Buru,,847300.00,Karger_2014,,,,2692,1,-3.216666667,126.5666667,Ferns,"real island
",,03°13' S 126°34' E,03°13′ S 126°34′ E,-3.216666667,126.5666667,FALSE,16,plots,,
288,Karger_2014,Karger_2014_data,Camiguin,,23800.00,Karger_2014,,,,1630,1,9.183333333,124.7,Ferns,"real island
",,09°11' N 124°42' E,09°11′ N 124°42′ E,9.183333333,124.7,FALSE,16,plots,,
289,Karger_2014,Karger_2014_data,Lombok,,472500.00,Karger_2014,,,,3683,1,-8.333333333,116.4,Ferns,"real island
",,08°20' S 116°24' E,08°20′ S 116°24′ E,-8.333333333,116.4,FALSE,16,plots,,
290,Karger_2014,Karger_2014_data,Luzon,,10468800.00,Karger_2014,,,,2926,1,15.41666667,121.4,Ferns,"real island
",,15°25' N 121°24' E,15°25′ N 121°24′ E,15.41666667,121.4,FALSE,16,plots,,
291,Karger_2014,Karger_2014_data,Mindanao,,9753000.00,Karger_2014,,,,2954,1,8.133333333,124.9166667,Ferns,"real island
",,08°08' N 124°55' E,08°08′ N 124°55′ E,8.133333333,124.9166667,FALSE,16,plots,,
292,Karger_2014,Karger_2014_data,Panay,,1201100.00,Karger_2014,,,,2093,1,11.35,122.1333333,Ferns,"real island
",,11°21' N 122°08' E,11°21′ N 122°08′ E,11.35,122.1333333,FALSE,16,plots,,
293,Karger_2014,Karger_2014_data,Papua,New Guinea,78000000.00,Karger_2014,,,,4884,16,-3.766666667,139.2333333,Ferns,"real island
",,03°46' S 139°14' E,03°46′ S 139°14′ E,-3.766666667,139.2333333,FALSE,16,plots,,
294,Karger_2014,Karger_2014_data,Seram,,1710000.00,Karger_2014,,,,3029,1,-2.983333333,129.1833333,Ferns,"real island
",,02°59' S 129°11' E,02°59′ S 129°11′ E,-2.983333333,129.1833333,FALSE,16,plots,,
295,Karger_2014,Karger_2014_data,Sibuyan,,44500.00,Karger_2014,,,,2040,1,12.43333333,122.55,Ferns,"real island
",,12°26' N 122°33' E,12°26′ N 122°33′ E,12.43333333,122.55,FALSE,16,plots,,
